year,parent_entity,parent_type,reporting_entity,commodity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,own_fuel_use_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_operational_emissions_MtCO2e,total_emissions_MtCO2e,source
1981,Equinor,State-owned Entity,Norwegian Continental Shelf (Natural Gas),Natural Gas,140.982490352,Bcf/yr,7.533223143846179,0.0130743908924262,0.2149509175501423,0.4313853979333412,2.0836349057200603,0.074415532347145,2.7430456120959703,10.276268755942152,Norwegian Petroleum Directorate factpages.npd.no/factpages/
1982,Equinor,State-owned Entity,Norwegian Continental Shelf (Natural Gas),Natural Gas,138.2029852912864,Bcf/yr,7.384703765308275,0.0128166260057334,0.2107131064457708,0.4228805269122665,2.0425555223819702,0.0729484115136418,2.688965781745741,10.073669547054015,Norwegian Petroleum Directorate factpages.npd.no/factpages/
1983,Equinor,State-owned Entity,Norwegian Continental Shelf (Natural Gas),Natural Gas,138.97835314462336,Bcf/yr,7.42613457734152,0.0128885318315891,0.2118952818428541,0.4252530369248317,2.0540149846169786,0.0733576780220349,2.7040518352162537,10.130186412557775,Norwegian Petroleum Directorate factpages.npd.no/factpages/
1984,Equinor,State-owned Entity,Norwegian Continental Shelf (Natural Gas),Natural Gas,155.866267473,Bcf/yr,8.328519169585412,0.0144546780440423,0.2376436756421785,0.4769275365355385,2.303608020543346,0.0822717150194052,3.032633910765105,11.361153080350517,Norwegian Petroleum Directorate factpages.npd.no/factpages/
1985,Equinor,State-owned Entity,Norwegian Continental Shelf (Natural Gas),Natural Gas,147.958024192,Bcf/yr,7.90595207516928,0.013721285807389,0.2255862623760595,0.4527294913299946,2.186729025839278,0.0780974652085456,2.878766065352721,10.784718140522003,Norwegian Petroleum Directorate factpages.npd.no/factpages/
1986,Equinor,State-owned Entity,Norwegian Continental Shelf (Natural Gas),Natural Gas,138.20237604,Bcf/yr,7.38467121072735,0.0128165695051748,0.2107121775423112,0.4228786626941783,2.0425465180209077,0.0729480899293181,2.688953927762572,10.073625138489922,Norwegian Petroleum Directorate factpages.npd.no/factpages/
1987,Equinor,State-owned Entity,Statoil,Natural Gas,102.4,Bcf/yr,5.471616000000001,0.009496339751424,0.1561255862496,0.313328730667776,1.5134093163840003,0.054050332728,1.9923599730528003,7.4639759730528015,OGJ100 1987-2010
1988,Equinor,State-owned Entity,Statoil,Natural Gas,98.9,Bcf/yr,5.284597875,0.0091717578263265,0.1507892625008343,0.3026192525687797,1.4616814588904063,0.0522029092460859,1.9242617317863469,7.208859606786347,OGJ100 1987-2010
1989,Equinor,State-owned Entity,Statoil,Natural Gas,104.2,Bcf/yr,5.56779675,0.009663267598617,0.1588699813203937,0.3188364622615455,1.5400122145235626,0.0550004362329843,2.027381925704119,7.595178675704118,No source as data is interpolated
1990,Equinor,State-owned Entity,Statoil,Natural Gas,109.5,Bcf/yr,5.850995625,0.0101547773709075,0.1669507001399531,0.3350536719543113,1.618342970156719,0.0577979632198828,2.130502119621891,7.9814977446218895,OGJ100 1987-2010
1991,Equinor,State-owned Entity,Statoil,Natural Gas,141.3,Bcf/yr,7.550188875000002,0.0131038360046505,0.2154350130573094,0.4323569301109058,2.0883275039556564,0.0745831251412734,2.749223283128522,10.299412158128522,OGJ100 1987-2010
1992,Equinor,State-owned Entity,Statoil,Natural Gas,141.0,Bcf/yr,7.53415875,0.013076014696785,0.2149776138788437,0.4314389748452775,2.0838936875990632,0.0744247745571093,2.743386291019969,10.27754504101997,OGJ100 1987-2010
1993,Equinor,State-owned Entity,Statoil,Natural Gas,176.0,Bcf/yr,9.40434,0.01632183394776,0.2683408513665,0.5385337558352401,2.6011722625350004,0.09289900937625,3.4243687036845003,12.828708703684502,OGJ100 1987-2010
1994,Equinor,State-owned Entity,Statoil,Natural Gas,176.6,Bcf/yr,9.43640025,0.016377476563491,0.2692556497234312,0.5403696663664965,2.610039895248188,0.0932157105445781,3.4360426879016064,12.872442937901608,OGJ100 1987-2010
1995,Equinor,State-owned Entity,Statoil,Natural Gas,176.6,Bcf/yr,9.43640025,0.016377476563491,0.2692556497234312,0.5403696663664965,2.610039895248188,0.0932157105445781,3.4360426879016064,12.872442937901608,OGJ100 1987-2010
1996,Equinor,State-owned Entity,Statoil,Natural Gas,247.2,Bcf/yr,13.208823,0.022924757681172,0.376896923055675,0.7563951388776781,3.6534646778332496,0.1304808813511875,4.809681497447775,18.018504497447772,OGJ100 1987-2010
1997,Equinor,State-owned Entity,Statoil,Natural Gas,538.55,Bcf/yr,28.7767460625,0.0499438845032167,0.8211077585422077,1.64788269434698,7.9594393294785455,0.2842656903385195,10.47837366687095,39.25511972937095,No source as data is interpolated
1998,Equinor,State-owned Entity,Statoil,Natural Gas,829.9,Bcf/yr,44.344669125,0.0769630113252615,1.2653185940287406,2.5393702498162822,12.265413981123844,0.4380504993258515,16.14706583629413,60.49173496129413,OGJ100 1987-2010
1999,Equinor,State-owned Entity,Statoil,Natural Gas,886.4,Bcf/yr,47.363676,0.0822026909732639,1.3514621059731,2.712251824842936,13.100449394949,0.4678731926767499,17.2463660167383,64.61004201673829,OGJ100 1987-2010
2000,Equinor,State-owned Entity,Statoil,Natural Gas,514.0,Bcf/yr,27.4649475,0.04766717414289,0.7836772591044375,1.572763355109735,7.596605357630626,0.2713073342010937,10.000713145987689,37.46566064598769,OGJ100 1987-2010
2001,Equinor,State-owned Entity,Statoil,Natural Gas,538.0,Bcf/yr,28.7473575,0.04989287877213,0.8202691933816875,1.646199776359995,7.9513106661581245,0.2839753809342187,10.467672514671936,39.21503001467194,OGJ100 1987-2010
2002,Equinor,State-owned Entity,Statoil,Natural Gas,657.0,Bcf/yr,35.105973750000004,0.060928664225445,1.0017042008397188,2.010322031725868,9.710057820940314,0.3467877793192969,12.783012717731344,47.88898646773135,OGJ100 1987-2010
2003,Equinor,State-owned Entity,Statoil,Natural Gas,700.0,Bcf/yr,37.403625,0.0649163850194999,1.067264749753125,2.14189561979925,10.34557149871875,0.3694846963828125,13.619648253290624,51.023273253290625,OGJ100 1987-2010
2004,Equinor,State-owned Entity,Statoil,Natural Gas,781.0,Bcf/yr,41.73175875,0.072428138143185,1.190762527938844,2.389743541518878,11.542701914999064,0.4122393541071094,15.19563612259997,56.927394872599976,OGJ100 1987-2010
2005,Equinor,State-owned Entity,Statoil,Natural Gas,953.0,Bcf/yr,50.92236375,0.088379021319405,1.4530047235924688,2.916037893812408,14.084756626112814,0.5030270223611719,18.54217826483709,69.46454201483711,OGJ100 1987-2010
2006,Equinor,State-owned Entity,Statoil,Natural Gas,953.0,Bcf/yr,50.92236375,0.088379021319405,1.4530047235924688,2.916037893812408,14.084756626112814,0.5030270223611719,18.54217826483709,69.46454201483711,OGJ100 1987-2010
2007,Equinor,State-owned Entity,Statoil,Natural Gas,1352.0,Bcf/yr,72.24243,0.12538136078052,2.0613456309517497,4.13691839709798,19.9817323803825,0.713633299299375,26.305377769212747,98.54780776921277,OGJ100 1987-2010
2008,Equinor,State-owned Entity,Statoil,Natural Gas,1469.0,Bcf/yr,78.49417875,0.136231670848065,2.239731310553344,4.494920950692999,21.710920759454066,0.7753900271233592,28.581804691548466,107.07598344154846,AR 2010 online http://www.statoil.com/AnnualReport2010/en/OurOperations/ProductionVolumesAndPriceInformation/Pages/EntitlementProduction.aspx; updated 2008 production
2009,Equinor,State-owned Entity,Statoil,Natural Gas,1519.0,Bcf/yr,81.16586625000002,0.140868555492315,2.3159645069642814,4.647913494964373,22.449890152219687,0.8017817911507032,29.554636709640658,110.72050295964068,AR 2010 online http://www.statoil.com/AnnualReport2010/en/OurOperations/ProductionVolumesAndPriceInformation/Pages/EntitlementProduction.aspx; updated 2008 production
2010,Equinor,State-owned Entity,Statoil,Natural Gas,1509.103258,Bcf/yr,80.6370462121575,0.1399507544721569,2.3008753014299943,4.617630940192826,22.303622363697727,0.7965579415606332,29.36207935979271,109.99912557195022,AR 2010 online http://www.statoil.com/AnnualReport2010/en/OurOperations/ProductionVolumesAndPriceInformation/Pages/EntitlementProduction.aspx; updated 2008 production
2011,Equinor,State-owned Entity,Statoil,Natural Gas,1433.742032,Bcf/yr,76.61021330238,0.1329619282399318,2.1859747585614526,4.387036826089823,21.189829575391865,0.7567796276925666,27.89580308828307,104.50601639066308,"Statoil Group, Oil and Gas entitlements production by geographical areas 2008-2013, crude oil & NGLs, million bbl; www.statoil.com/en/InvestorCentre/AnnualReport/AnnualReport2013/Pages/DownloadCentre.aspx"
2012,Equinor,State-owned Entity,Statoil,Natural Gas,1748.307237,Bcf/yr,93.41861182504877,0.1621339796135289,2.665580979697689,5.349559447133757,25.83891074587276,0.922818240924027,34.016185152317725,127.43479697736647,"Statoil Group, Oil and Gas entitlements production by geographical areas 2008-2013, crude oil & NGLs, million bbl; www.statoil.com/en/InvestorCentre/AnnualReport/AnnualReport2013/Pages/DownloadCentre.aspx"
2013,Equinor,State-owned Entity,Statoil,Natural Gas,1571.000422,Bcf/yr,83.9444437990425,0.1456909546576414,2.395247674639834,4.807027032263677,23.218424557597608,0.8292294484856289,30.56639021915876,114.51083401820128,"Statoil Group, Oil and Gas entitlements production by geographical areas 2008-2013, crude oil & NGLs, million bbl; www.statoil.com/en/InvestorCentre/AnnualReport/AnnualReport2013/Pages/DownloadCentre.aspx"
2014,Equinor,State-owned Entity,Statoil,Natural Gas,1565.0,Bcf/yr,83.62381875,0.145134489365025,2.386099047662344,4.788666635694037,23.12974199356406,0.8260622140558592,30.449642166285464,114.07346091628546,"Statoil Form 20-F for 2014, page 47."
2015,Equinor,State-owned Entity,Statoil,Natural Gas,1600.0,Bcf/yr,85.494,0.148380308616,2.43946228515,4.895761416684,23.6470205685,0.844536448875,31.13062457895,116.62462457895,Statoil AnnRpt
2016,Equinor,State-owned Entity,Statoil,Natural Gas,1661.0,Bcf/yr,88.75345875000002,0.154037307881985,2.532466784771344,5.082412320695078,24.548563227674062,0.8767344009883595,32.31747964102247,121.07093839102248,"Statoil Annual Report & 20-F 2016, page 49."
2017,Equinor,State-owned Entity,Statoil,Natural Gas,1873.0,Bcf/yr,100.08141375,0.173697698773605,2.855695537553719,5.731100708405708,27.681793453000317,0.9886354804642968,36.44228739773335,136.52370114773336,"Statoil (2018) Annual Report 2017, page 51."
1972,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3402.895,Bcf/yr,181.82944070625,0.3155766314299021,5.188271258015943,10.412351278766812,50.29270503590363,1.7961680369965582,66.2089042041163,248.03834491036628,SONJ Annual report for 1976.
1973,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3838.705,Bcf/yr,205.11640329375,0.3559926453661139,5.852735044572957,11.745864893144972,56.733710057127375,2.026203930611692,74.6883026402114,279.80470593396143,SONJ Annual report for 1976.
1974,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3939.08,Bcf/yr,210.47981595,0.3653011912894458,6.0057731863679145,12.05299742576976,58.21719111310437,2.0791853968965848,76.6412629165315,287.12107886653155,SONJ Annual report for 1976.
1975,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3885.425,Bcf/yr,207.61282809375,0.3603253503777011,5.923967343299336,11.888821126512145,57.42420305772757,2.0508643949188414,75.59731687791675,283.21014497166675,SONJ Annual report for 1976.
1976,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3897.47,Bcf/yr,208.2564376125,0.361442375888501,5.942331920314731,11.92567703042712,57.60222078444481,2.057222170873029,75.83167211107516,284.08810972357514,"Exxon Corporation (1980) Annual Report for 1979, Operating Summary, p. 43."
1977,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3828.12,Bcf/yr,204.55080705,0.3550110168869262,5.836596476892761,11.713476371522722,56.577270236678885,2.020616794167103,74.4823541019813,279.0331611519813,"Exxon Corporation (1980) Annual Report for 1979, Operating Summary, p. 43."
1978,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3784.32,Bcf/yr,202.2104088,0.3509491059385631,5.769816196836779,11.579454902740997,55.92993304861619,1.9974976088791496,73.63015325413251,275.84056205413253,"Exxon Corporation (1980) Annual Report for 1979, Operating Summary, p. 43."
1979,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3716.065,Bcf/yr,198.56328819375,0.3446192947106975,5.665750260416209,11.370604780556144,54.92116593055184,1.9614702118054232,72.3021402662349,270.86542845998486,"Exxon Corporation (1980) Annual Report for 1979, Operating Summary, p. 43."
1980,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2605.005,Bcf/yr,139.19518591875,0.2415821536538894,3.9717571563294847,7.970926855793065,38.50037926002834,1.375013545001012,50.684645425804774,189.8798313445548,No source as data is interpolated
1981,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2416.3,Bcf/yr,129.111970125,0.2240820873180255,3.6840454497549655,7.393517694458469,35.71143487479159,1.275408388385414,47.013080106323045,176.12505023132306,"ExxonMobil (1986) Form 10-K, p. 45."
1982,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2098.385,Bcf/yr,112.12457949375,0.1945993836844907,3.1993319170153014,6.420745200217784,31.01284578476992,1.1076016351703541,40.82752228568749,152.95210177943747,"ExxonMobil (1986) Form 10-K, p. 45."
1983,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2054.22,Bcf/yr,109.764677925,0.1905036234782246,3.1319951346255204,6.2856068858628795,30.36011412014004,1.0842897900050015,39.96821976410666,149.73289768910666,"ExxonMobil (1986) Form 10-K, p. 45."
1984,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2160.07,Bcf/yr,115.4206403625,0.2003199082701019,3.2933808114274754,6.6094921020853805,31.924512324624875,1.1401611544508885,42.02770514640783,157.44834550890783,"ExxonMobil (1986) Form 10-K, p. 45."
1985,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2066.265,Bcf/yr,110.40828744375,0.1916206489890245,3.1503597116409154,6.3224627897778545,30.538131846857283,1.0906475659591885,40.20257499726508,150.6108624410151,"ExxonMobil (1986) Form 10-K, p. 45."
1986,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,1945.085,Bcf/yr,103.93318561875,0.1803826953652202,2.965600936819367,5.951670059481748,28.747165626550515,1.0266844866625184,37.84481931821685,141.77800493696688,"Exxon Corp (1995) SEC Form 10-K, p. F27."
1987,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,1907.855,Bcf/yr,101.94384710625,0.1769300710591116,2.908837698771783,5.837751811017284,28.196929016697233,1.0070331791677583,37.120448597545405,139.0642957037954,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1988,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,1895.08,Bcf/yr,101.26123095,0.1757453470325058,2.889360117088789,5.7986622159559476,28.008122336845613,1.0002900834587718,36.87189001692285,138.13312096692283,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1989,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,1965.525,Bcf/yr,105.02537146875,0.1822782538077896,2.9967650675121584,6.014213411579886,29.0492563143131,1.0374734397968963,38.24251304721293,143.26788451596295,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1990,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,1941.07,Bcf/yr,103.7186491125,0.1800103535282869,2.9594794111475693,5.9393847581767565,28.687826384311435,1.0245652280111226,37.76670090716405,141.48535001966405,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1991,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2006.405,Bcf/yr,107.20974316875,0.1860693706929284,3.0590933288977413,6.139300115776163,29.65343768983828,1.0590513460656528,39.03790050520511,146.24764367395514,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1992,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2066.265,Bcf/yr,110.40828744375,0.1916206489890245,3.1503597116409154,6.3224627897778545,30.538131846857283,1.0906475659591885,40.20257499726508,150.6108624410151,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1993,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2126.125,Bcf/yr,113.60683171875,0.1971719272851206,3.24162609438409,6.505625463779544,31.42282600387629,1.1222437858527246,41.36724948932504,154.97408120807503,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1994,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2181.97,Bcf/yr,116.5908394875,0.2023508637442834,3.3267709514554658,6.67650283647624,32.24818091865621,1.1517207470948645,42.4538055703322,159.0446450578322,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1995,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2194.745,Bcf/yr,117.27345564375,0.2035355877708893,3.34624853313846,6.715592431537577,32.436987598507834,1.1584638428038512,42.70236415095476,159.97581979470476,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1996,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,2400.605,Bcf/yr,128.27332741875,0.2226265692281954,3.660115849401573,7.3454933348116835,35.47947238240246,1.2671240136572308,46.70770813584391,174.98103555459392,"Operating Summary for 1987-1997. Exxon Corporation (1998) SEC Form 10-K for 1997, page unknown."
1997,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3976.31,Bcf/yr,212.4691544625,0.3687538155955543,6.062536424415498,12.166915674234223,58.76742772295765,2.0988367043913447,77.36563363720292,289.8347880997029,"ExxonMobil Corp Annual Report for 1999, p. F-39."
1998,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3875.205,Bcf/yr,207.06673516875,0.3593775711564164,5.908385277952941,11.857549450463075,57.273157713846274,2.0454699183516527,75.3984700134187,282.46520518216875,"XOM (2003) AnnRpt 2002, p. 35."
1999,ExxonMobil,Investor-owned Company,Exxon,Natural Gas,3762.42,Bcf/yr,201.040209675,0.3489181504643817,5.7364260568087895,11.512444168350134,55.606264454584846,1.9859380162351727,73.20405283020814,274.24426250520816,"XOM (2003) AnnRpt 2002, p. 35."
2000,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3775.195,Bcf/yr,201.72282583125,0.3501028744909875,5.755903638491784,11.55153376341147,55.79507113443647,1.99268111194416,73.4526114108307,275.1754372420807,"EI (2003) Top 100, p. 147."
2001,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3751.835,Bcf/yr,200.47461343125,0.347936521985194,5.7202874891285935,11.480055646727886,55.449824634136384,1.9803508797905849,72.99810429197805,273.4727177232281,"EI (2003) Top 100, p. 147."
2002,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3814.98,Bcf/yr,203.848687575,0.3537924436024173,5.816562392875968,11.673269930888203,56.383069080260086,2.0136810385807173,74.22669384762668,278.0753814226267,"EI (2003) Top 100, p. 147."
2003,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3693.435,Bcf/yr,197.35408243125,0.34252064072071,5.631247115720619,11.301360355018918,54.58670838338613,1.9495252994066472,71.86183649484637,269.2159189260964,"EI (2003) Top 100, p. 147."
2004,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3600.36,Bcf/yr,192.38073615,0.3338890799554386,5.489339020601659,11.016564733857756,53.21111685875292,1.9003970306697473,70.05090969316777,262.43164584316776,"XOM (2005) AnnRpt 2004, p. 45."
2005,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3376.615,Bcf/yr,180.42520175625,0.3131394848608843,5.1482030899823545,10.331938397497778,49.90430272306602,1.7822965258237864,65.69758369540703,246.12278545165705,XOM AnnRpt for 2008.
2006,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3406.91,Bcf/yr,182.0439772125,0.3159489732668353,5.194392783687743,10.424636580071803,50.35204427814271,1.798287295647954,66.28702261516909,248.33099982766916,XOM AnnRpt for 2008.
2007,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3425.16,Bcf/yr,183.01914315,0.3176414361619866,5.222217900377735,10.480478858730857,50.62176810650216,1.8079202895179345,66.64210630177274,249.66124945177276,XOM AnnRpt for 2008.
2008,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3319.675,Bcf/yr,177.38268403125,0.3078590006280123,5.0613887259095796,10.157710488081536,49.06276437858452,1.7522415849494473,64.58972259320365,241.97240662445364,XOM AnnRpt for 2008.
2009,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3384.645,Bcf/yr,180.85427476875,0.3138841685347508,5.160446141325951,10.356509000107762,50.02298120754418,1.7865350431265778,65.85382051751264,246.70809528626265,"XOM Annual Report 2010, page 26."
2010,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,4434.02,Bcf/yr,236.926316175,0.4112007850059476,6.760390351000501,13.567440023003243,65.53210133821273,2.3404321906504544,86.27113249722241,323.1974486722224,"XOM Annual Report 2010, page 26."
2011,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,4804.13,Bcf/yr,256.70268138750004,0.4455239325196151,7.324683717473544,14.699921434208818,71.00210057734245,2.5357893063336587,93.47222966154442,350.17491104904445,ExxonMobil Form 10-K.
2012,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,4497.53,Bcf/yr,240.3198936375,0.4170905558810741,6.857221757081676,13.761771152736744,66.47074026090363,2.373955009317987,87.50682372660312,327.8267173641032,ExxonMobil Form 10-K.
2013,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,4320.14,Bcf/yr,230.841280725,0.4006398165402039,6.586761622854951,13.21898420417076,63.84902464924975,2.280322308901777,84.05541029281567,314.89669101781567,ExxonMobil Form 10-K.
2014,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,4067.925,Bcf/yr,217.36448746875,0.3772499793292136,6.202218510199257,12.447243913102662,60.1214413413221,2.1471943336186463,79.14815374395323,296.5126412127032,"ExxonMobil (2015) Financial and Operating Review 2014, page 18."
2015,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3837.975,Bcf/yr,205.07739665625,0.3559249468503079,5.851622039905357,11.74363120199861,56.722921103993,2.0258186108568927,74.67409929274729,279.7514959489973,Exxon Mobil 2015 10-K.
2016,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3696.355,Bcf/yr,197.51010898125,0.3427914347839341,5.635699134391017,11.310295119604367,54.62986419592364,1.951066578425844,71.91864988470296,269.428758865953,"ExxonMobil Form 10-K, 22Feb17, for 2016, page 8."
2017,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3727.015,Bcf/yr,199.14838775625,0.3456347724477883,5.6824453304302045,11.404110147751574,55.08300022756752,1.9672500081274116,72.51519047819708,271.66357823444713,"ExxonMobil (2019) SEC Form 10-K for 2018, page 5."
2018,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3432.825,Bcf/yr,183.42871284375,0.3183522705779501,5.23390444938753,10.503932615767658,50.73505211441313,1.811966146943326,66.79124145014626,250.21995429389625,"ExxonMobil (2019) SEC Form 10-K for 2018, page 5."
2019,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3428.81,Bcf/yr,183.2141763375,0.3179799287410168,5.227782923715732,10.491647314462666,50.675712872174046,1.8098468882919303,66.71312303909346,249.92729937659345,"ExxonMobil 2021 Annual Report/10-K, page 10."
2020,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3091.915,Bcf/yr,165.21261313125,0.2867370636965248,4.714131269618477,9.46079885041657,45.69661100065855,1.632021821452091,60.15827818439012,225.3708913156401,"ExxonMobil 2021 Annual Report/10-K, page 10."
2021,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3116.005,Bcf/yr,166.49983216875,0.2889711147181244,4.750860423649265,9.534510658246518,46.05264645409303,1.644737373360465,60.626988650706934,227.12682081945692,"ExxonMobil 2021 Annual Report/10-K, page 10."
2022,ExxonMobil,Investor-owned Company,ExxonMobil,Natural Gas,3027.675,Bcf/yr,161.78002903125,0.2807795943055923,4.616186858869703,9.264234029536706,44.74718312483327,1.5981136830297595,58.908383607545275,220.68841263879528,"ExxonMobil 2022 Annual Report/10-K, page 10."
1976,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1104.43734072,Bcf/yr,59.014228754697314,0.1024229709144174,1.6838957743736254,3.3794135749012857,16.322907820390803,0.5829609935853858,21.488640140580127,80.50286889527743,"Mobil Oil (1977) Annual Report for 1976, p. 6."
1977,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1137.43705788,Bcf/yr,60.77752739149545,0.1054832885496934,1.7342092527688984,3.4803877886721684,16.81062343941405,0.6003794085505016,22.130703769404807,82.90823116090027,"Mobil (1981) SEC Form 10-K, p. 2."
1978,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1147.96888249,Bcf/yr,61.34028227475004,0.1064599856658942,1.750266745850092,3.5126136015302443,16.96627736014937,0.6059384771481917,22.3356176931956,83.67589996794563,"Mobil (1981) SEC Form 10-K, p. 2."
1979,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1281.020933445,Bcf/yr,68.44975230246676,0.1187989259050784,1.9531264085167035,3.9197330374528456,18.932705226158117,0.6761680437913611,24.92436359803274,93.3741159004995,"Mobil (1981) SEC Form 10-K, p. 2."
1980,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1263.116831535,Bcf/yr,67.49306899703332,0.1171385408007671,1.9258286701673744,3.864949155370749,18.668093559829188,0.6667176271367568,24.57600992616808,92.0690789232014,"Mobil (1981) SEC Form 10-K, p. 2."
1981,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1090.255,Bcf/yr,58.25641310625,0.1011077333563356,1.662272471060133,3.3360177270917593,16.11330150619373,0.5754750537926332,21.21269943770196,79.46911254395195,"Mobil Corp (1984) SEC Form 10-K for 1983, p. 1-3."
1982,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,964.33,Bcf/yr,51.5277681375,0.089429739379792,1.4702791658991872,2.9507060043443007,14.252207090513505,0.5090073960897679,18.762622000136783,70.29039013763678,"Mobil Corp (1984) SEC Form 10-K for 1983, p. 1-3."
1983,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,885.855,Bcf/yr,47.33455460625,0.0821521489306416,1.3506311641322208,2.710584206110378,13.092394628567854,0.4675855224488519,17.235762147741095,64.57031675399111,Mobil (1988) Annual Report for 1987.
1984,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1199.025,Bcf/yr,64.06840209375,0.1111948122114371,1.8281101665324864,3.668837707899708,17.72085552321607,0.6328876972577167,23.3289982098597,87.3974003036097,Mobil (1988) Annual Report for 1987.
1985,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1261.44,Bcf/yr,67.40346960000001,0.1169830353128544,1.92327206561226,3.8598183009136657,18.6433110162054,0.66583253629305,24.543384418044184,91.94685401804419,Mobil (1988) Annual Report for 1987.
1986,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1253.41,Bcf/yr,66.97439658750001,0.1162383516389878,1.911029014268664,3.835247698303683,18.52463253172724,0.6615940189902586,24.387147595938576,91.36154418343858,Mobil (1988) Annual Report for 1987.
1987,ExxonMobil,Investor-owned Company,Mobil,Natural Gas,1478.98,Bcf/yr,79.02744757500001,0.1371571930230573,2.2549474565569674,4.525458262529565,21.858419050250085,0.7806578232232173,28.775981962359676,107.80342953735968,Mobil Corp (1990) Annual Report 1989.
